max_crop_index,max_crop_production,secondmax_index,secondmax_production,thirdmax_index,thirdmax_production
7,3.047635890605338,6,1.213593251889639,4,0.9703015802225686
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.9827624975630003,6,1.1802250805644723,4,0.9703015802225686
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.9827624975630003,6,1.1802250805644723,4,0.9703015802225686
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.9827624975630003,6,1.1802250805644723,4,0.9703015802225686
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.9827624975630003,6,1.1802250805644723,4,0.9703015802225686
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.968042355423374,6,1.1979433797001964,4,0.957572602319653
7,2.459069638342814,6,1.1895220124421315,1,0.8513667906901046
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.978621476389126,4,0.9769153328724651,1,0.6060325158960154
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
7,2.431015664711251,6,1.1895220124421317,1,0.8577607188682189
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.3727205912279357,6,1.1895220124421317,1,0.6060325158960158
7,3.9203264029058107,4,0.8528494263267223,5,0.5947610062210656
