max_crop_index,max_crop_production,secondmax_index,secondmax_production,thirdmax_index,thirdmax_production
7,2.7376108401768042,6,1.2514612366601205,4,0.8755132152587612
7,2.4573593579181505,6,1.1353595296844927,1,0.8293309900626393
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
7,3.239172162123979,6,1.1353595296844927,1,0.6093197683150203
