max_crop_index,max_crop_production,secondmax_index,secondmax_production,thirdmax_index,thirdmax_production
7,3.0202777841314212,6,1.3088953371265983,4,0.8583677887774623
7,2.6552706516525433,6,1.2038119450770146,1,0.8205979147514371
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
7,3.453583754644337,6,1.2038119450770144,1,0.6098848670811954
