current_month_date,monthly_cash_data,monthly_demand_data,monthly_supply_data
01/2016,-0.11516312414559737,57.87407160418389,39914.65150863037
02/2016,-0.7684017422500272,337.50998902155624,45480.2761337054
03/2016,-1.80257579246678,373.137880395037,42320.673303510666
04/2016,-2.710423489831299,513.5415402289375,27948.575205726986
05/2016,5.705907695271306,502.06057016657843,17418.033582735072
06/2016,39.572748694456514,311.1154929046544,10496.021055260495
07/2016,50.04844468229064,334.30433237950785,6458.640788120039
08/2016,49.86311854152361,398.6904619903829,4264.312015344091
09/2016,49.38520709497388,376.60132176025957,4914.400460836391
10/2016,68.54938284795777,250.77806600262807,18278.91729781499
11/2016,102.1693804385187,279.44142790999325,31957.87409161201
12/2016,105.73261048150478,382.88826103638274,43770.49481336502
01/2017,105.90652420924083,411.32684469870037,42412.76434264224
02/2017,96.10459453921985,232.42142232623135,43170.535100334455
03/2017,107.97994703396205,207.3441823741302,40157.781512431866
04/2017,105.04165323932553,288.10822837821,26326.481332445783
05/2017,109.35409441992462,299.146466647773,16501.650266413788
06/2017,105.18292258894738,352.20574872588077,9752.059661661464
07/2017,113.70034984908857,278.37116471802034,6150.751002943913
08/2017,150.8579389179098,210.31094752764253,4351.938493246105
09/2017,165.51925767906533,277.90212632792674,6997.8313036723475
10/2017,179.00812408926902,445.18783459093646,20517.848430649068
11/2017,173.66886635553604,324.0730517706359,34050.071305851045
12/2017,179.1510943709648,236.94427677892654,43371.12417522455
01/2018,180.4994153678261,244.18216270680455,43790.25777994907
02/2018,162.6946187088287,204.10666104260224,42143.91913830384
03/2018,180.22175926647793,282.99079491049633,37979.68150034777
04/2018,173.27245539422748,269.4500195217931,24534.951252763818
05/2018,203.3132557437444,271.75678214275104,15434.597539057308
06/2018,204.01126362941272,319.2962397875509,9068.92413441991
07/2018,217.0042459719963,337.7284099627376,5733.994792947126
08/2018,223.40568232760748,344.2803437670653,4174.177338779152
09/2018,218.43495306281073,172.00939843070688,9088.631904259386
10/2018,245.65213833729504,232.05532919047815,23129.742134656397
11/2018,238.9319713484632,177.56878259691788,36283.59170229247
12/2018,246.07703303200591,353.86085977112657,42722.15315126172
01/2019,246.27832230794206,285.3313707190733,44994.681947223966
02/2019,223.62158201149748,130.01081755528,41164.369026372005
03/2019,249.99024460908964,169.18715761692368,35964.61150748023
04/2019,238.8346209847917,228.579117060036,22754.182084777465
05/2019,243.1496617991813,326.25605019526256,14278.66619084077
06/2019,238.59493636064613,376.4089815952047,8323.561538731838
07/2019,315.3326164565663,186.9653660611321,5517.8048321877795
08/2019,343.48440892619254,174.68846117612864,4092.8290526119786
01/2016,18.406218274763702,174.89370194375417,39949.593535270156
02/2016,5.730458539167981,369.15980834309363,45451.21833267373
03/2016,5.334302960334457,471.0911329854735,42234.30879540113
04/2016,4.383229269360795,460.3254980458812,28004.855325227643
05/2016,7.817869366851432,317.20209375297276,17585.51741427258
06/2016,5.593555930288618,361.44644995390826,10450.213268064661
07/2016,3.9835557359343645,504.7438305042548,6299.714916073119
08/2016,9.426096282207236,223.9958002447399,4431.950611039949
09/2016,45.624578053192806,267.2365385789904,5001.852644584361
10/2016,60.53611544474127,378.6311194416905,18171.851551085747
11/2016,57.804980322761196,380.7725618215635,31865.672374420723
12/2016,58.92736730468226,409.352299004193,43752.90751870546
01/2017,61.45761188320838,289.39042608269244,42523.75644479148
02/2017,55.80441939721719,232.71268978303175,43169.66050171689
03/2017,61.14974982904265,378.5604724659654,40005.83960812078
04/2017,58.54283032807453,400.5788379466512,26223.322556307947
05/2017,68.0911363514822,357.1282955431583,16457.62818738793
06/2017,82.02124046163031,230.50241374409782,9859.243717320507
07/2017,84.66943394369787,274.2630052438936,6153.50505639489
08/2017,82.59677340944157,481.74235641727773,4106.2574850115725
09/2017,79.58654033138605,239.0377389925579,7040.982758804921
10/2017,105.0288166489342,218.56722136167394,20722.114751917135
11/2017,125.33161171314768,211.42117367536514,34147.17948939434
12/2017,128.53240114362183,258.1183286960748,43349.00065662047
01/2018,127.9775015271432,299.9865695629061,43742.88293050057
02/2018,115.9038131786457,151.1356837277865,42194.46155699531
03/2018,130.61047673462411,126.02435960400932,38119.55681971772
04/2018,125.81499450733517,186.152268607684,24609.335151228308
05/2018,126.36270069008542,325.22311909804824,15380.19147873126
06/2018,118.75751244367818,395.05815826381206,8999.588989117778
07/2018,135.402642485319,353.94296672686875,5728.010518976396
08/2018,175.88899300730407,116.02250734537627,4373.423923165748
09/2018,190.06990230764313,102.0376976159916,9145.20829063715
10/2018,195.55670207543028,276.00410770797396,23096.427773464104
11/2018,188.3029669919515,191.21142184546554,36268.86919536902
12/2018,194.14588231516893,316.94424580266013,42757.986236871984
01/2019,194.71234883839878,214.18709339117825,45057.96348049549
02/2019,178.28471016476865,128.53755608777388,41161.61983522649
03/2019,197.00905220511112,195.27946773224807,35943.916623778554
04/2019,187.12572753098758,229.2893537701521,22752.9466285077
05/2019,189.71709571435608,352.68374142089164,14253.45510704256
06/2019,208.89937854248353,302.47593221724236,8394.126296784445
07/2019,284.44603073627167,115.64302218609748,5582.5308617389455
08/2019,300.2834217426699,147.21914374735812,4115.772038073409
01/2016,16.678297628127442,176.11058085994634,39948.48177968945
02/2016,5.730450518341283,369.7952761650549,45450.472386599766
03/2016,5.334286464977531,472.72216706184065,42232.984037397124
04/2016,4.383210174250982,460.3274237059478,28004.84213042681
05/2016,7.817848964250081,317.3436297678642,17585.39954071844
06/2016,5.5935360491205355,361.44644995390826,10450.213268064661
07/2016,3.983535192060679,504.7438305042548,6299.714916073119
