current_month_date,monthly_cash_data,monthly_demand_data,monthly_supply_data
01/2016,-0.10283764681603384,52.55257321635379,39919.34595953593
02/2016,-0.7385039927523831,334.51474284280096,45485.02173579455
03/2016,-1.7414903468321972,366.495424906564,42327.108420414705
04/2016,-2.622656558061998,508.93314919144393,27951.95265898161
05/2016,5.05809497033298,501.8318891662424,17412.79976162976
06/2016,38.046861964933356,319.3305045956752,10490.562900591121
07/2016,47.98850152790695,371.72878094797824,6421.955330875621
08/2016,47.20637896222737,436.8002541000028,4228.038126182833
09/2016,46.59664184263076,400.1174155101245,4895.137947562323
10/2016,64.60614528544028,215.86494509835393,18314.508817235626
11/2016,105.08644188312371,245.2172327008406,31989.413951061426
12/2016,109.43704876855243,369.1272504925272,43782.17796709047
01/2017,109.10035990230082,426.79394918399004,42397.057387576315
02/2017,99.190376928866,222.7743199763342,43179.91484482728
03/2017,111.46259670289766,170.44331393560927,40192.019093554096
04/2017,108.99244456337989,262.7240397705531,26351.50369921284
05/2017,111.7266744984637,297.3740816754968,16504.14047535409
06/2017,106.40051761166436,363.58136131197494,9741.066811289438
07/2017,114.3487940957523,265.6520118412895,6166.0326653860775
08/2017,152.8469014154388,170.2009247282672,4393.896478357913
09/2017,166.34697866356146,298.3125164069544,6977.987479165278
10/2017,175.2394353485255,468.9573005906387,20495.55970894565
11/2017,169.39391739206653,326.7030639437468,34048.091020640015
12/2017,174.94985296704587,217.55575403514356,43388.898261693124
01/2018,176.36160090853772,239.48052439768293,43795.39634407519
02/2018,158.81958774225626,213.19235533654893,42135.53033056643
03/2018,175.50177156098133,291.91338836910995,37971.54642050491
04/2018,168.97231677255266,271.55739182120516,24531.75878944917
05/2018,203.41354588682006,255.1251708575616,15447.846707681567
06/2018,204.14499354391407,308.0743565252771,9080.143192132433
07/2018,212.71948223125483,351.3770279775219,5717.364135419704
08/2018,214.61027041786554,370.8683451181546,4149.405704277666
09/2018,208.58528210633452,174.0019682490205,9090.274643695097
10/2018,238.5760658626789,226.95033875462323,23135.990688649807
11/2018,231.2364147092375,159.29001864363713,36298.28515758688
12/2018,238.07455756588806,357.45205656809605,42718.78224277377
01/2019,238.33574826997804,281.03881694578985,44997.926507442666
02/2019,216.3013190435696,115.35253599482968,41179.32084025729
03/2019,242.08189829533143,162.06500399647155,35970.26534148781
04/2019,230.9801030582862,223.58833578901715,22759.098375324324
05/2019,235.04477021301022,321.44395498381317,14283.930810204109
06/2019,228.0357854425088,384.3767521153418,8314.47905248688
07/2019,305.42746351089346,189.41001559398188,5517.1277581716595
08/2019,332.4873465774123,181.88397157364784,4087.637198085818
01/2016,18.379128656399658,172.98219655128213,39951.39257414186
02/2016,6.059518574098215,367.1595191531206,45453.36016550136
03/2016,5.68901570267116,467.5794194882118,42237.48051385854
04/2016,4.729406907064905,458.7556876565587,28006.41566716298
05/2016,8.177919604687196,316.2121285330862,17586.30873005084
06/2016,5.97999624068142,360.71892186531727,10450.657504891788
07/2016,4.4279744148322475,503.7898145293648,6300.298191215323
08/2016,10.089442340510443,219.70599417945334,4438.234435240854
09/2016,45.14570787239407,264.75301766759947,5004.664351891717
10/2016,59.611292005872464,376.5096209878383,18173.976009092115
11/2016,56.91289899642597,377.3319462099747,31868.87051664426
12/2016,58.00856173267614,406.1949581846487,43755.89601324458
01/2017,60.52456676851783,287.3260615271969,42525.67938689327
02/2017,54.94548191081012,229.91702002388945,43172.5377084573
03/2017,60.183755706080284,374.5082868438404,40010.166708096185
04/2017,57.59295995896738,399.2971073183632,26224.071673478622
05/2017,66.84198598144907,357.20727602120746,16456.320855963066
06/2017,80.61801357418027,230.7361350197844,9858.59262623166
07/2017,83.3022377997141,273.73289409534397,6153.815538677918
08/2017,81.26952881710474,481.1142198434053,4106.412722176251
09/2017,78.37892381688042,235.8221334416479,7045.559599979384
10/2017,103.10317862507902,215.99545069541986,20725.452791022624
11/2017,122.73048676154544,209.18659282143034,34149.299985958976
12/2017,125.8582278401466,256.6756655294021,43349.92985391984
01/2018,125.32475059778749,295.00954384959044,43746.85047169338
02/2018,113.54782236245134,145.70809566651997,42199.842916452006
03/2018,127.88139033181162,121.76971326685216,38123.98107316439
04/2018,123.01752400396342,185.04906799586664,24610.255773299767
05/2018,123.48339432694019,324.80409679791677,15380.774444551147
06/2018,115.98213664281089,393.962102600359,9000.680349428176
07/2018,132.37743768893287,354.9073069624137,5728.007982962847
08/2018,171.32048986906162,119.63895581241034,4371.730773215821
09/2018,185.9932899059904,101.28485523539388,9145.967493102396
10/2018,191.35570529478687,273.8478303077934,23098.95087705923
11/2018,184.25070726657813,188.24190658493902,36270.65742278068
12/2018,189.9815480112101,312.8111994078996,42761.23794650688
01/2019,190.5988609483802,206.75159972504008,45065.54401112374
02/2019,174.44076490584993,124.2019782804895,41166.10850600894
03/2019,192.57898859392193,193.91538940759642,35945.051794579354
04/2019,182.84961811156623,227.75577717228074,22754.53809125388
05/2019,185.30987165174645,351.4254501862183,14254.611689150563
06/2019,204.67447443244586,303.03230420464354,8394.49494802738
07/2019,277.80676616582036,119.3041438195819,5580.752092021783
08/2019,294.29163281260367,146.71781458783465,4116.309966882159
01/2016,16.81620567513719,176.37601583369178,39948.29294080213
02/2016,6.0594962177755445,368.9293172234099,45451.28335321388
03/2016,5.688969750394582,472.1219012019542,42233.79221279136
04/2016,4.729353717605109,458.76105068101407,28006.378931096573
05/2016,8.177862774126632,316.6063108305597,17585.98055452428
06/2016,5.979940862731696,360.71892186531727,10450.657504891788
07/2016,4.4279171909508666,503.7898145293648,6300.298191215323
