max_crop_index,max_crop_production,secondmax_index,secondmax_production,thirdmax_index,thirdmax_production
7,2.994198126874074,6,1.201987571751457,4,0.9400309979055836
7,2.399320592873618,6,1.1506742501559808,1,0.8528870143541056
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
7,3.292703359208595,6,1.150674250155981,1,0.6085419670382393
